"Commodity","Category","Item","Units","Size","Region","Country","Year","Value","Survey base year"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","U.S. total","United States",2024,31.84,"Base survey of 2023"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2005,30.28,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2006,31.38,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2007,32.48,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2008,33.58,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2009,34.32,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2010,34.68,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2011,35.23,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2012,36.64,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2013,37.35,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2014,38.05,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2015,51.69,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2016,53.54,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2017,55.02,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2018,58.34,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2019,61.53,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2020,63.84,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2021,67.49,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2022,72.48,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2023,33.25,"Base survey of 2023"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Heartland","United States",2024,37.36,"Base survey of 2023"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2005,40.31,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2006,41.78,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2007,43.24,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2008,44.71,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2009,45.68,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2010,46.17,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2011,46.91,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2012,48.78,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2013,49.72,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2014,50.66,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2015,63.1,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2016,65.36,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2017,67.16,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2018,71.22,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2019,75.11,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2020,77.93,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2021,82.39,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2022,88.48,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2023,38.12,"Base survey of 2023"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Crescent","United States",2024,40.02,"Base survey of 2023"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2005,20.35,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2006,21.09,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2007,21.83,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2008,22.57,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2009,23.06,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2010,23.31,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2011,23.68,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2012,24.63,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2013,25.1,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2014,25.57,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2015,22.41,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2016,23.21,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2017,23.85,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2018,25.29,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2019,26.68,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2020,27.68,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2021,29.26,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2022,31.42,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2023,20.89,"Base survey of 2023"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Northern Great Plains","United States",2024,21.65,"Base survey of 2023"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2005,25.36,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2006,26.28,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2007,27.2,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2008,28.13,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2009,28.74,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2010,29.05,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2011,29.51,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2012,30.69,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2013,31.28,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2014,31.87,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2015,36.42,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2016,37.72,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2017,38.76,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2018,41.11,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2019,43.35,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2020,44.98,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2021,47.55,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Prairie Gateway","United States",2022,51.07,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Eastern Uplands","United States",2023,48.99,"Base survey of 2023"
"Oats","Allocated overhead","Opportunity cost of unpaid labor","dollars per planted acre","No specific size","Eastern Uplands","United States",2024,52.87,"Base survey of 2023"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2005,52.23,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2006,64.04,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2007,58.76,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2008,63.55,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2009,67.94,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2010,69.91,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2011,74.03,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2012,77.37,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2013,81.49,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2014,84.08,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2015,101.01,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2016,102.22,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2017,103.64,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2018,110.97,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2019,109.43,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2020,110.87,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2021,129.07,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2022,137.07,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2023,125.76,"Base survey of 2023"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","U.S. total","United States",2024,133.31,"Base survey of 2023"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2005,53.54,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2006,56.33,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2007,59.11,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2008,64.68,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2009,68.7,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2010,71.18,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2011,75.51,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2012,79.29,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2013,81.56,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2014,84.58,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2015,100.38,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2016,101.08,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2017,103.1,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2018,109.49,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2019,108,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2020,109.31,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2021,127.53,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2022,133.66,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2023,126.88,"Base survey of 2023"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Heartland","United States",2024,132.33,"Base survey of 2023"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2005,51.64,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2006,54.33,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2007,57.01,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2008,62.39,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2009,66.27,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2010,68.65,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2011,72.83,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2012,76.48,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2013,78.66,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2014,81.58,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2015,98.82,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2016,99.51,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2017,101.49,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2018,107.79,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2019,106.32,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2020,107.62,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2021,125.55,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2022,131.59,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2023,131.37,"Base survey of 2023"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Crescent","United States",2024,139.6,"Base survey of 2023"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2005,58.47,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2006,61.51,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2007,64.55,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2008,70.64,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2009,75.03,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2010,77.73,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2011,82.47,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2012,86.59,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2013,89.07,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2014,92.36,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2015,111.64,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2016,112.42,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2017,114.66,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2018,121.77,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2019,120.12,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2020,121.58,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2021,141.84,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2022,148.66,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2023,142.87,"Base survey of 2023"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Northern Great Plains","United States",2024,149.45,"Base survey of 2023"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2005,41.5,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2006,43.66,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2007,45.82,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2008,50.14,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2009,53.25,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2010,55.17,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2011,58.53,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2012,61.46,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2013,63.22,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2014,65.56,"Base survey of 2005"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2015,92.07,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2016,92.71,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2017,94.56,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2018,100.43,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2019,99.06,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2020,100.26,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2021,116.98,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Prairie Gateway","United States",2022,122.6,"Base survey of 2015"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Eastern Uplands","United States",2023,110.75,"Base survey of 2023"
"Oats","Allocated overhead","Capital recovery of machinery and equipment","dollars per planted acre","No specific size","Eastern Uplands","United States",2024,116.05,"Base survey of 2023"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2005,61.9,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2006,63.09,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2007,61.5,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2008,67.85,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2009,78.56,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2010,80.95,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2011,84.53,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2012,95.47,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2013,101.02,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2014,108.31,"Base survey of 2005"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2015,105.25,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2016,95.63,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2017,95.92,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2018,98.11,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2019,101.13,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2020,101.89,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2021,102.57,"Base survey of 2015"
"Oats","Allocated overhead","Opportunity cost of land","dollars per planted acre","No specific size","U.S. total","United States",2022,103.19,"Base survey of 2015"
