"Commodity","Category","Item","Units","Size","Region","Country","Year","Value","Survey base year"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","U.S. total","United States",2022,71.1,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","U.S. total","United States",2023,74.32,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","U.S. total","United States",2024,75.09,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2000,16.35,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2001,17.34,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2002,17.6,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2003,18.88,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2004,19.62,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2005,20.15,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2006,25.45,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2007,26.15,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2008,27.03,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2009,27.56,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2010,28.26,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2011,29.14,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2012,30.01,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2013,33.26,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2014,33.9,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2015,33.84,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2016,33.9,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2017,34.51,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2018,35.69,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2019,36.68,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2020,37.26,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2021,57.36,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2022,63.88,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2023,66.27,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","California","United States",2024,66.91,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2000,20.68,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2001,21.22,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2002,21.89,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2003,21.82,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2004,23.22,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2005,24.62,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2006,25.66,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2007,26.37,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2008,27.25,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2009,27.78,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2010,28.49,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2011,29.38,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2012,30.26,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2013,42.96,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2014,43.79,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2015,43.7,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2016,43.79,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2017,44.57,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2018,46.1,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2019,47.38,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2020,48.12,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2021,50.83,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2022,56.57,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2023,59.2,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Gulf Coast","United States",2024,59.8,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2000,20.3,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2001,20.86,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2002,21.65,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2003,21.51,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2004,23.15,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2005,24.05,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2006,27.66,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2007,28.42,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2008,29.38,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2009,29.95,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2010,30.71,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2011,31.67,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2012,32.62,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2013,51.19,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2014,52.17,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2015,52.08,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2016,52.17,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2017,53.11,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2018,54.93,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2019,56.46,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2020,57.34,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2021,66.47,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2022,73.83,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2023,76.6,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2024,77.42,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2000,19.38,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2001,19.96,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2002,20.44,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2003,20.52,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2004,21.99,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2005,22.95,"Base survey of 2000"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2006,24.94,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2007,25.63,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2008,26.49,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2009,27,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2010,27.69,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2011,28.55,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2012,29.41,"Base survey of 2006"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2013,50.43,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2014,51.4,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2015,51.3,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2016,51.4,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2017,52.32,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2018,54.12,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2019,55.62,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2020,56.49,"Base survey of 2013"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2021,86.45,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2022,97.26,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2023,100.11,"Base survey of 2021"
"Rice","Operating costs","Repairs","dollars per planted acre","No specific size","Mississippi River Delta","United States",2024,98.04,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2006,20.61,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2007,23.34,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2008,29.4,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2009,20.43,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2010,23.23,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2011,33.47,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2012,33.63,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2013,44.09,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2014,36.72,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2015,24.51,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2016,21.22,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2017,25.08,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2018,28.92,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2019,29.89,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2020,23.97,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2021,47.61,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2022,47.84,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2023,55.72,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","U.S. total","United States",2024,56.34,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2006,32.49,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2007,38.88,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2008,50.66,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2009,34.94,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2010,40.31,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2011,53.31,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2012,51.5,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2013,96.83,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2014,96.95,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2015,64.96,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2016,56.88,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2017,61.81,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2018,71.44,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2019,66.51,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2020,58.48,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2021,125.72,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2022,136.48,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2023,140.38,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","California","United States",2024,144.72,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2006,35.41,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2007,39.11,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2008,49.49,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2009,36.39,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2010,42.69,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2011,55.97,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2012,58.48,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2013,59.16,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2014,56.57,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2015,35.36,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2016,30.2,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2017,33.9,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2018,42.18,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2019,35.56,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2020,34.54,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2021,52.85,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2022,57.16,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2023,61.38,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Gulf Coast","United States",2024,67,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2006,12.9,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2007,14.87,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2008,18.07,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2009,12.21,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2010,14.49,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2011,18.47,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2012,21.01,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2013,20.02,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2014,19.82,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2015,12.37,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2016,10.27,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2017,12.31,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2018,14.44,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2019,13.24,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2020,12.7,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2021,28.62,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2022,31.32,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2023,33.86,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2024,35.6,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2006,10.47,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2007,12.13,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2008,14.6,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2009,9.72,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2010,11.88,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2011,15.36,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2012,16.68,"Base survey of 2006"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2013,11.35,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2014,11.24,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2015,7,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2016,5.89,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2017,6.97,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2018,8.08,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2019,7.5,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2020,7.05,"Base survey of 2013"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2021,10.45,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2022,11.6,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2023,12.44,"Base survey of 2021"
"Rice","Operating costs","Commercial drying  ","dollars per planted acre","No specific size","Mississippi River Delta","United States",2024,12.67,"Base survey of 2021"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2000,11.12,"Base survey of 2000"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2001,9.64,"Base survey of 2000"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2002,10.46,"Base survey of 2000"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2003,10.79,"Base survey of 2000"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2004,11.64,"Base survey of 2000"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2005,10.5,"Base survey of 2000"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2006,10.36,"Base survey of 2006"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2007,11.84,"Base survey of 2006"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2008,11.32,"Base survey of 2006"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2009,12.18,"Base survey of 2006"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2010,11.24,"Base survey of 2006"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2011,15.13,"Base survey of 2006"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2012,14.47,"Base survey of 2006"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2013,15.57,"Base survey of 2013"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2014,11.78,"Base survey of 2013"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2015,13.16,"Base survey of 2013"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2016,13.63,"Base survey of 2013"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2017,14.56,"Base survey of 2013"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2018,13.8,"Base survey of 2013"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2019,15.84,"Base survey of 2013"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2020,14.39,"Base survey of 2013"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2021,16.24,"Base survey of 2021"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2022,14.97,"Base survey of 2021"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2023,19.4,"Base survey of 2021"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","U.S. total","United States",2024,18.32,"Base survey of 2021"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","California","United States",2000,40.84,"Base survey of 2000"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","California","United States",2001,42.25,"Base survey of 2000"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","California","United States",2002,41.9,"Base survey of 2000"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","California","United States",2003,43.3,"Base survey of 2000"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","California","United States",2004,43.66,"Base survey of 2000"
"Rice","Operating costs","Purchased irrigation water","dollars per planted acre","No specific size","California","United States",2005,44.27,"Base survey of 2000"
