commodity_year,state_code,county_code,state_name,state_abbreviation,county_name,total_indemnity,insured_acres,n_crops,shannon,simpson,dominance,evenness,county_land_acres,indemnity_per_acre,pct_land_insured
1999,19,021,Iowa,IA,Buena Vista,74562.0,266589.96,4.0,0.7367127948933657,0.50795699717738,0.5034300241464458,0.5314259478760534,367859.19999999995,0.27968795223946163,0.7247065181460735
1999,19,023,Iowa,IA,Butler,823784.0,204481.72,5.0,0.7186892653829242,0.5031506057237847,0.5175760454284128,0.4465467476753947,371443.2,4.028643734021799,0.550506026224198
1999,19,025,Iowa,IA,Calhoun,578730.0,280530.05,5.0,0.7252663373255395,0.5049171406703573,0.5076467922063964,0.45063331224045344,364896.0,2.062987548036298,0.7687945332368674
1999,19,027,Iowa,IA,Carroll,3293156.0,232833.97,6.0,0.7322521319661708,0.5043905248734986,0.5324622949134098,0.40867769616512617,364358.39999999997,14.14379525461856,0.6390245703131862
1999,19,029,Iowa,IA,Cass,471602.0,180705.44,3.0,0.69866305915399,0.5005681793869692,0.5094621390479446,0.6359505226370681,361171.2,2.609783081239834,0.5003318094023
1999,19,031,Iowa,IA,Cedar,461711.0,220607.96,4.0,0.7287550932424107,0.5036168210002411,0.537675748418144,0.5256856795217001,370892.8,2.092902722095794,0.5948024874033683
1999,19,033,Iowa,IA,Cerro Gordo,1755034.0,255364.16999999998,5.0,0.7334430658166411,0.5071961232001116,0.49899153824124975,0.45571379930238376,363731.2,6.872671291356184,0.7020683680696074
1999,19,035,Iowa,IA,Cherokee,158089.0,242012.13999999998,4.0,0.6984988572121045,0.5006463732259578,0.5033356591119768,0.5038604186832557,369376.0,0.6532275612289533,0.6551918370440959
1999,19,037,Iowa,IA,Chickasaw,543780.0,193391.86,3.0,0.7021113806684767,0.49968459290466094,0.5302587192656403,0.6390893201455752,322969.6,2.811803971480496,0.598792765634908
1999,19,039,Iowa,IA,Clarke,610095.0,59748.71,7.0,0.9184261761716891,0.5525893580448313,0.4866483309848866,0.4719776895236197,275916.8,10.21101543447549,0.21654611100157728
1999,19,041,Iowa,IA,Clay,177200.0,246769.58,4.0,0.6999134145913826,0.5005756325520946,0.5120891318938096,0.5048808061413244,364089.6,0.7180787842650622,0.6777715705145108
1999,19,043,Iowa,IA,Clayton,242013.0,120883.23,5.0,0.5502200496627085,0.3429744855851652,0.7819192124498989,0.3418709385505654,498438.39999999997,2.002039488852176,0.242523910677829
1999,19,045,Iowa,IA,Clinton,406853.0,245171.29,5.0,0.7115393715741615,0.4885324651896127,0.5911243114966683,0.442104268873619,444787.2,1.6594642871928438,0.5512103091096147
1999,19,047,Iowa,IA,Crawford,3442726.0,292925.96,6.0,0.7464712832397326,0.5078605984017814,0.5193464246050435,0.4166135555914407,457190.4,11.75288799941118,0.6407089037740075
1999,19,049,Iowa,IA,Dallas,318000.0,200351.03,5.0,0.7351927652759581,0.507187099022282,0.5100238815842374,0.4568009487014375,375340.80000000005,1.5872142009951233,0.5337843101522669
1999,19,051,Iowa,IA,Davis,928446.0,67500.96,4.0,0.7126741750679308,0.4986744014631752,0.548373089804945,0.5140857490700684,322073.6,13.754559935147588,0.2095824060090613
1999,19,053,Iowa,IA,Decatur,478794.0,57679.19,6.0,0.728415811672084,0.4980024920037802,0.5621224916646714,0.4065366050421422,340352.0,8.300983422270667,0.16946922597781122
1999,19,055,Iowa,IA,Delaware,116570.0,174820.36,4.0,0.6562251689951781,0.44435338708037087,0.6704053807005088,0.4733663985079327,369824.0,0.6667987641714044,0.4727123172103487
1999,19,057,Iowa,IA,Des Moines,171403.0,114060.15000000001,6.0,0.7544341496277055,0.5113538964943516,0.5083585283729681,0.42105771594037616,266336.0,1.5027421934829999,0.4282566006848492
1999,19,059,Iowa,IA,Dickinson,124291.0,158247.57,3.0,0.6961199197556989,0.5002877737474641,0.5063270797775915,0.6336356573979633,243878.4,0.7854212232137276,0.648878990513305
1999,19,061,Iowa,IA,Dubuque,176865.0,93834.12,4.0,0.5481559954938915,0.3338177465981371,0.7910765295182605,0.3954109681662951,389222.39999999997,1.8848687449725112,0.24108098608918707
1999,19,063,Iowa,IA,Emmet,444821.0,185500.92,3.0,0.6948304818924063,0.49939607510825845,0.5212166602731674,0.6324619604744965,253273.6,2.3979449805424142,0.7324131689998484
1999,19,065,Iowa,IA,Fayette,323979.0,229473.13999999998,5.0,0.7496988439307997,0.5031969101675806,0.5614624875050737,0.46581408213316006,467788.8,1.411838440002172,0.49054859799978107
1999,19,067,Iowa,IA,Floyd,702884.0,184874.99,4.0,0.7102279796834843,0.5014638012978843,0.5229785813646292,0.5123211920949752,320358.4,3.801942058252444,0.5770880051841937
1999,19,069,Iowa,IA,Franklin,659285.0,261591.11000000002,5.0,0.7278405679890585,0.5023302209174543,0.5408091658772348,0.4522327716813124,372761.60000000003,2.520288246798601,0.7017651764559439
1999,19,071,Iowa,IA,Fremont,2497665.0,208501.62,4.0,0.7410265575063127,0.5088774793604494,0.49956235352032274,0.5345376698406888,327091.2,11.979115557951062,0.6374418510800657
1999,19,073,Iowa,IA,Greene,562836.0,268710.42,5.0,0.7419337400677642,0.5093669984973281,0.5002210185968969,0.4609893518325724,363782.39999999997,2.0945819667134606,0.7386570103446456
1999,19,075,Iowa,IA,Grundy,662862.0,211579.80000000002,5.0,0.9575137409589457,0.5835910274645679,0.4827170174090343,0.5949367375786556,321606.4,3.132917225557449,0.6578842958349088
1999,19,077,Iowa,IA,Guthrie,818508.0,164489.42,5.0,0.7011096171065123,0.5002494142830574,0.5199711324898587,0.4356238980639893,377984.0,4.976052563137495,0.4351756158990857
1999,19,079,Iowa,IA,Hamilton,493028.0,272353.26,5.0,0.7394109905779417,0.5082469404430017,0.5076566001082564,0.4594218794434032,369075.19999999995,1.810251876551799,0.7379343288305474
1999,19,081,Iowa,IA,Hancock,542126.0,279990.33,5.0,0.7374398038575423,0.5066074170755975,0.5262904258157773,0.458197112271479,365510.4,1.9362311548402402,0.7660256178757157
1999,19,083,Iowa,IA,Hardin,372720.0,251994.02,5.0,0.7575752173645927,0.5102390503555476,0.5232194795733645,0.4707079481052129,364326.4,1.4790827179152903,0.6916710400344306
1999,19,085,Iowa,IA,Harrison,726422.0,235189.72,4.0,0.7536812663263961,0.5115416566030111,0.4956208970358058,0.5436661126700029,445900.80000000005,3.0886639092899126,0.5274485266678148
1999,19,087,Iowa,IA,Henry,696908.0,126685.0,4.0,0.7335996166780825,0.5048137775360271,0.5348640328373525,0.5291802644897571,278041.6,5.50110905000592,0.45563325775711266
1999,19,089,Iowa,IA,Howard,134206.0,184339.53,4.0,0.7112965418607571,0.5024625772770138,0.5110801790587184,0.5130919967719916,302976.0,0.7280370086654773,0.6084294795627376
1999,19,091,Iowa,IA,Humboldt,494544.0,199725.34,4.0,0.7975646115029795,0.5249444974572189,0.4968489226254415,0.5753212549019406,278022.4,2.4761204562225303,0.7183785910775534
1999,19,093,Iowa,IA,Ida,332116.0,191902.26,5.0,0.7067595994910895,0.5006492792027205,0.525792400777354,0.43913442949917353,276294.39999999997,1.7306518432873066,0.6945571824836118
1999,19,095,Iowa,IA,Iowa,495751.0,159080.07,4.0,0.7388402336126715,0.5050709716315565,0.5394907105585256,0.5329605705211222,375328.0,3.116361465015699,0.423842798831955
1999,19,097,Iowa,IA,Jackson,150738.0,90334.65,6.0,0.7071268733747662,0.4192287504279678,0.7162251694117374,0.3946550223504153,407097.60000000003,1.6686620250369046,0.22189924480026407
1999,19,099,Iowa,IA,Jasper,203777.0,247336.74,4.0,0.7125135299786278,0.5011943536826186,0.5305577731799974,0.5139698681332281,467193.6,0.823884878566767,0.5294095210208359
1999,19,101,Iowa,IA,Jefferson,1852131.0,117656.81,5.0,0.7576632727863923,0.5107088486330624,0.506411741062842,0.4707626600149544,278617.6,15.74180874018257,0.42228778799329264
1999,19,103,Iowa,IA,Johnson,635930.0,146095.16999999998,6.0,0.784823063592398,0.5131881100228133,0.5363077369361355,0.4380180917534226,393267.2,4.352847530825284,0.37149085914106234
1999,19,105,Iowa,IA,Jones,249540.0,161264.66,3.0,0.6751974890019361,0.470062103100657,0.6258073529563142,0.6145912402095048,368198.39999999997,1.5473942027968186,0.43798305478785354
1999,19,107,Iowa,IA,Keokuk,898229.0,175076.64,5.0,0.7309887974283883,0.5040924286784221,0.5326053207326802,0.454188876613977,370681.60000000003,5.130490281284813,0.472310036430187
1999,19,109,Iowa,IA,Kossuth,1214820.0,491134.38,7.0,0.7531974418530463,0.5080767889864898,0.5270429653081912,0.38706691684541716,622726.4,2.473498190047294,0.7886840512944369
1999,19,111,Iowa,IA,Lee,915523.0,118449.19,4.0,0.7016901594125559,0.4988984661167375,0.5360040874910161,0.5061624566125403,331129.6,7.729246607764899,0.35771247873944223
1999,19,113,Iowa,IA,Linn,136090.0,198723.17,3.0,0.6975981133935465,0.49774130166056807,0.5404020577972866,0.6349811672316825,459161.60000000003,0.6848220064122367,0.4327957085261485
1999,19,115,Iowa,IA,Louisa,214811.0,130115.54,6.0,0.7682541784361668,0.513706302854648,0.5079339485506497,0.4287708208776228,257228.80000000002,1.6509250163354816,0.5058358162072053
1999,19,117,Iowa,IA,Lucas,451606.0,48742.29,5.0,0.8092709155221057,0.5211584764591377,0.526231738393908,0.5028282913369247,275552.0,9.265178144071605,0.17688962518871212
1999,19,119,Iowa,IA,Lyon,101130.0,247214.46,4.0,0.7081505464813698,0.5018470533105825,0.5110552594698546,0.5108226408057408,376000.0,0.4090780126696473,0.6574852659574468
1999,19,121,Iowa,IA,Madison,389697.0,101861.33,6.0,0.7316258284662498,0.5058329595423265,0.49975442103495016,0.40832814952637403,359129.6,3.8257599817320274,0.2836339026357059
1999,19,123,Iowa,IA,Mahaska,624441.0,187232.8,4.0,0.7697332956821346,0.5140227072534651,0.5296056567011763,0.5552452042438668,365356.8,3.3351047466042276,0.5124656226461366
1999,19,125,Iowa,IA,Marion,368739.0,123401.81999999999,3.0,0.6977684836023458,0.49969403832300485,0.5226898598416133,0.6351362448787803,354694.4,2.988116382724339,0.3479102573934068
1999,19,127,Iowa,IA,Marshall,332983.0,226447.99,5.0,0.7849639662023733,0.5205076293513394,0.5010975809500451,0.48772553457200496,366284.80000000005,1.4704612745734684,0.618229284971694
1999,19,129,Iowa,IA,Mills,1034690.0,169557.75,4.0,0.705872820053394,0.5017165586054337,0.5040787578273479,0.5091796084946696,279379.19999999995,6.102286684035381,0.6069089968043434
1999,19,131,Iowa,IA,Mitchell,392699.0,209371.55,4.0,0.732222768070208,0.5026539466330513,0.5449272835779264,0.5281870781604394,300108.8,1.8756082189772203,0.6976521514863943
1999,19,133,Iowa,IA,Monona,1457672.0,233143.39,5.0,0.8573193499031485,0.5422511186886851,0.47888258809310436,0.5326824621687617,443596.8,6.252255318068421,0.5255750041479109
1999,19,135,Iowa,IA,Monroe,1393796.0,58046.55,5.0,0.7584366016562483,0.5110127593603984,0.49683193919362995,0.4712431562576994,277382.4,24.011694062782368,0.20926544005675918
1999,19,137,Iowa,IA,Montgomery,466831.0,141156.19,4.0,0.7109749756228879,0.5026611553655992,0.49897684260251,0.512860035763646,271283.2,3.307194675628465,0.5203277976667925
1999,19,139,Iowa,IA,Muscatine,478522.0,136537.83,6.0,0.7490871356327288,0.5084810971617673,0.5229741090802454,0.4180734906094614,280748.8,3.5046843794133835,0.48633450971117237
1999,19,141,Iowa,IA,O Brien,12443.0,248625.7,4.0,0.695185681677,0.500086106183721,0.5085117105753749,0.5014704677262107,366771.2,0.05004711902269154,0.6778768343861241
1999,19,143,Iowa,IA,Osceola,22048.0,198871.78,4.0,0.7074317018400695,0.5019217599626777,0.5045471509331289,0.5103041040061541,255212.8,0.11086540282386974,0.7792390507059207
1999,19,145,Iowa,IA,Page,479717.0,162552.96,5.0,0.709647627846568,0.5020930382732485,0.5098585101126427,0.4409288624084311,342284.80000000005,2.95114281524003,0.47490557570771463
1999,19,147,Iowa,IA,Palo Alto,268840.0,260135.36,5.0,0.7074559830987655,0.5018826671099814,0.49940715479817893,0.4395671169624773,360851.2,1.0334619638022298,0.7208937090967135
1999,19,149,Iowa,IA,Plymouth,200871.0,368703.84,5.0,0.7055025131053831,0.5009646357012164,0.5199373296464718,0.43835335781197493,552678.3999999999,0.5448031135233091,0.6671218560377972
1999,19,151,Iowa,IA,Pocahontas,231818.0,286501.94,4.0,0.7038031680864565,0.5014595338768693,0.5012514051388274,0.5076866701801361,369728.0,0.8091323919132973,0.7748992232127402
1999,19,153,Iowa,IA,Polk,222611.0,133002.44,4.0,0.7660272306516743,0.5150491862485477,0.4979189855464306,0.5525718434235384,364384.0,1.6737362111552239,0.36500625713532975
1999,19,155,Iowa,IA,E Pottawattamie,323835.0,192727.21,4.0,0.700690360470793,0.5002041224551804,0.5203286033144983,0.5054412541249567,610726.4,1.680276490278669,0.3155704583918429
1999,19,156,Iowa,IA,W Pottawattamie,585756.0,176289.59,4.0,0.702334136239721,0.5010930708218534,0.508582724595366,0.5066269877000396,,3.3226919411407105,
1999,19,157,Iowa,IA,Poweshiek,183699.0,178130.21,5.0,0.7592107935792345,0.5115252544121812,0.5094943749294406,0.47172418874550465,374419.19999999995,1.031262468056373,0.4757507360733638
1999,19,159,Iowa,IA,Ringgold,368238.0,85387.99,3.0,0.7255262832891851,0.5034345100285822,0.5366911669896434,0.6604024829985915,344108.8,4.312526855357527,0.24814241890936822
1999,19,161,Iowa,IA,Sac,262105.0,275859.19,5.0,0.7333312596529712,0.5063513862927201,0.502309565978208,0.4556443302269966,368524.80000000005,0.95014054090422,0.7485498669289014
1999,19,163,Iowa,IA,Scott,242568.0,109424.69,4.0,0.7227902819723977,0.48877665946201954,0.5984985655431145,0.5213829777021569,293075.2,2.216757479504854,0.37336727911471185
1999,19,165,Iowa,IA,Shelby,343865.0,260008.09,5.0,0.7198824356684953,0.5025505194465654,0.526677035318401,0.4472881060566985,378131.2,1.3225165416968372,0.6876134262393582
1999,19,167,Iowa,IA,Sioux,35994.0,325004.12,5.0,0.7167071644953351,0.4992721142351396,0.5477673021498928,0.445315199150114,491443.2,0.1107493652695849,0.6613259070427671
1999,19,169,Iowa,IA,Story,284247.0,257699.38,4.0,0.803643654898746,0.5268032789187096,0.49326199387829334,0.5797063577821512,366630.4,1.1030177876252554,0.7028860127256222
1999,19,171,Iowa,IA,Tama,579531.0,221597.14,4.0,0.854551311922138,0.5435716359305858,0.4874382855302194,0.6164284699476131,461632.0,2.615245846584482,0.48002985061694164
1999,19,173,Iowa,IA,Taylor,596101.0,108505.4,5.0,0.7169425501548164,0.502359338380368,0.5225075434033698,0.4454614524834441,341728.0,5.493745011769,0.31751978181477664
1999,19,175,Iowa,IA,Union,224734.0,75939.36,5.0,0.7541839449154983,0.5107109678414115,0.5043094911518874,0.46860083205998104,271609.6,2.95938759557626,0.2795901175805274
1999,19,177,Iowa,IA,Van Buren,1833072.0,82260.14,4.0,0.7078764098139914,0.5014694494656213,0.5207581703605173,0.5106248930004644,310284.8,22.283842453951575,0.26511172961098967
1999,19,179,Iowa,IA,Wapello,1057652.0,91261.13,5.0,0.7137644678191245,0.5030323017870485,0.5002883483910401,0.4434867989033719,276358.4,11.58929327305064,0.3302274510201246
1999,19,181,Iowa,IA,Warren,637622.0,108714.08,4.0,0.7047159341726166,0.5015025573625287,0.5054441890139714,0.5083450917331336,365849.6,5.865128049650974,0.2971551151074103
1999,19,183,Iowa,IA,Washington,528141.0,184666.31,5.0,0.7199485127317955,0.5028427878413906,0.5246476198067748,0.4473291620445,363974.4,2.8599748378575387,0.5073607099839988
1999,19,185,Iowa,IA,Wayne,1167415.0,94486.17,8.0,0.8074909484150438,0.513313730652444,0.5531674106379801,0.38832106228036983,336384.0,12.355406087472907,0.2808878246289954
1999,19,187,Iowa,IA,Webster,767629.0,313291.14,4.0,0.7513505312350961,0.5116615917626045,0.5038629882734634,0.5419848426910807,457747.2,2.450209731433835,0.6844195660836374
1999,19,189,Iowa,IA,Winnebago,771654.0,199797.12,5.0,0.7060634748991873,0.5005314827457148,0.524986045844905,0.4387019029714187,256300.80000000002,3.8621878033076755,0.7795415386920368
1999,19,191,Iowa,IA,Winneshiek,58165.0,123576.98,6.0,0.7986733778277023,0.4883004427576275,0.6322676763908618,0.44574809930922,441350.4,0.4706782768117493,0.2799974351445019
1999,19,193,Iowa,IA,Woodbury,2662124.0,302534.96,5.0,0.7297201859257736,0.5060139701319684,0.5003348703898552,0.4534006439690183,558457.6,8.799392969328238,0.5417330877044202
1999,19,195,Iowa,IA,Worth,958309.0,184958.57,4.0,0.7108095624293604,0.502398314487269,0.5081135737587071,0.5127407153666462,256000.0,5.181208959390203,0.7224944140625
1999,19,197,Iowa,IA,Wright,706266.0,273874.82,4.0,0.7088301140762535,0.5022924032713879,0.5038944799671616,0.5113128452052846,371660.80000000005,2.5787912886624627,0.7368945554656288
1999,20,001,Kansas,KS,Allen,1055148.0,77753.08,5.0,1.1048135984033156,0.5761785053121627,0.609120436129347,0.6864592848644934,321926.4,13.57049778606841,0.24152439812329773
1999,20,003,Kansas,KS,Anderson,2385942.0,92175.83,6.0,1.0335895661819852,0.5492936374823127,0.6273350616967593,0.5768573203786596,373068.8,25.884681483204435,0.24707461465552735
1999,20,005,Kansas,KS,Atchison,494677.0,78528.19,5.0,0.9604999544884104,0.5659324323260595,0.5144919295860506,0.5967921763665667,276697.6,6.299355683608651,0.28380509986353336
1999,20,007,Kansas,KS,Barber,118654.0,120337.59999999999,6.0,0.34739206039347914,0.13496952025292497,0.9292523699990692,0.19388320048513338,725830.3999999999,0.9860093603329301,0.1657930006789465
1999,20,009,Kansas,KS,Barton,2773940.0,213023.88,6.0,0.9550402256821438,0.5041178858556172,0.6675413573351494,0.5330180987371058,572160.0,13.021732586975695,0.3723152265100671
1999,20,011,Kansas,KS,Bourbon,669242.0,40597.44,5.0,0.8824952418815267,0.43757327412783587,0.7334546217692544,0.5483251233636273,407737.60000000003,16.484832541165158,0.09956756502221036
1999,20,013,Kansas,KS,Brown,549881.0,178701.98,5.0,0.9830730038890911,0.5760848876175356,0.482974503136451,0.6108176005387495,365228.8,3.0770839808266253,0.4892877560586679
1999,20,015,Kansas,KS,Butler,859067.0,86145.87,6.0,1.3222581568941698,0.7077953658469933,0.3259940377873019,0.7379663284067025,913824.0,9.972236626085499,0.09426965148650068
1999,20,017,Kansas,KS,Chase,107630.0,17668.73,5.0,1.1410459160899542,0.6140081360278495,0.5571436090766003,0.7089716896032641,496569.6,6.091552703561603,0.0355815780909665
1999,20,019,Kansas,KS,Chautauqua,228813.0,8873.18,4.0,1.0871535033976925,0.6079220736496178,0.5328506803648748,0.7842154840184569,410681.60000000003,25.787034636962172,0.021605983808380993
1999,20,021,Kansas,KS,Cherokee,882816.0,92104.5,5.0,1.0399948760809592,0.5515796137885864,0.6272334142197179,0.6461851482720944,375756.8,9.584938846636158,0.24511732056479085
1999,20,023,Kansas,KS,Cheyenne,333999.0,172083.67,7.0,1.0378821280601684,0.530865811776956,0.6438816071275095,0.5333659051853099,652723.2,1.940910488485049,0.26363957953386674
1999,20,025,Kansas,KS,Clark,52084.0,72067.47,3.0,0.4154339557622231,0.23644588043249426,0.8636985591418708,0.3781442826075337,623795.2,0.7227116478488839,0.11553065813908156
1999,20,027,Kansas,KS,Clay,257015.0,145660.59,6.0,1.2518752991985616,0.6852170921576607,0.42773203101813606,0.6986849075997393,412057.60000000003,1.7644786417520346,0.353495700601081
1999,20,029,Kansas,KS,Cloud,192527.0,169903.55,6.0,1.1866039742800334,0.6139025556151085,0.5627162587244352,0.6622562875536295,458003.2,1.1331546633369345,0.37096585788046893
1999,20,031,Kansas,KS,Coffey,662488.0,83123.33,5.0,1.012196074915996,0.5374742304993172,0.642004236355786,0.6289127819694263,403040.0,7.969940569031582,0.20624089420404923
1999,20,033,Kansas,KS,Comanche,41014.0,75470.66,4.0,0.3393536389122557,0.15390189049131064,0.9174548095909059,0.2447919059831676,504518.39999999997,0.5434429750581219,0.14958950952036637
1999,20,035,Kansas,KS,Cowley,507407.0,118217.78,6.0,1.1424170747402709,0.6095854198895545,0.5556863781404117,0.6375951093661356,720793.6,4.292137781643337,0.16401058499964483
1999,20,037,Kansas,KS,Crawford,1328009.0,60850.4,5.0,1.1360610561548927,0.6114757133657296,0.5607756070625665,0.7058744219817238,379462.39999999997,21.824162207643663,0.1603594980688469
1999,20,039,Kansas,KS,Decatur,1158669.0,170758.46,8.0,1.0225629661819338,0.5559798589873486,0.5984897029406332,0.4917488401024616,571872.0,6.785426619565438,0.2985955948184209
1999,20,041,Kansas,KS,Dickinson,352054.0,195644.80000000002,6.0,1.0439633497215521,0.5726247794522916,0.5929049992639723,0.5826470392096343,542668.7999999999,1.7994549305680496,0.3605233984338146
1999,20,043,Kansas,KS,Doniphan,351549.0,111986.1,5.0,0.8024095543939591,0.5192778355199621,0.5320721053773638,0.4985650879693779,250995.2,3.1392199567624908,0.4461682932581978
1999,20,045,Kansas,KS,Douglas,331695.0,38038.85,4.0,0.8894505694669423,0.5291386173527586,0.5858313277083823,0.6416029628429111,292396.8,8.719900838221976,0.13009324999452798
1999,20,047,Kansas,KS,Edwards,128424.0,132907.98,4.0,1.1743657114647346,0.6440499203831593,0.49291111037877483,0.8471257940601059,398092.8,0.9662625223857889,0.33386180307707153
1999,20,049,Kansas,KS,Elk,166792.0,11985.8,5.0,1.2148109672713714,0.6329199356297694,0.5428256770511772,0.7548044928518564,414265.6,13.915800363763788,0.028932646109162817
1999,20,051,Kansas,KS,Ellis,87556.0,114884.18,7.0,0.5887075763797445,0.3175906126005922,0.8087776750462945,0.3025358476420641,575980.8,0.7621240800952751,0.19945835000055553
1999,20,053,Kansas,KS,Ellsworth,153949.0,104734.0,6.0,0.6560360634428015,0.3592761220478824,0.7777297725666927,0.36614069840827573,458182.39999999997,1.469904710982107,0.22858582084340212
1999,20,055,Kansas,KS,Finney,545637.0,246415.06,5.0,1.0914793373182847,0.6118459593020839,0.5319345741287079,0.6781742426258249,833132.8,2.214300538286905,0.2957692459113361
1999,20,057,Kansas,KS,Ford,324251.0,237180.22,7.0,1.0091460281592681,0.5529410937438975,0.6175984236796812,0.5185984710800656,703040.0,1.367108100329783,0.3373637630860264
1999,20,059,Kansas,KS,Franklin,961929.0,68225.24,5.0,0.955086469649655,0.514428395973126,0.6549606861038524,0.5934285891185391,367264.0,14.099312805642016,0.18576620632569488
1999,20,061,Kansas,KS,Geary,38664.0,22046.81,5.0,1.3117389446315828,0.7082625500109984,0.37779070985779806,0.8150292313219588,246201.6,1.7537231009837704,0.0895477933530895
1999,20,063,Kansas,KS,Gove,167196.0,212384.5,7.0,1.0223724251423136,0.5690617006356906,0.5954970348589469,0.525395494565177,685683.2000000001,0.7872325899488899,0.30974143744516414
1999,20,065,Kansas,KS,Graham,721461.0,127866.09,5.0,0.9861970273992005,0.5514891839445007,0.6158111974801137,0.6127586654819659,574905.6,5.642316895746167,0.22241232299702768
1999,20,067,Kansas,KS,Grant,227183.0,139719.56,5.0,1.0875905598788973,0.63384240806856,0.46687228330807795,0.6757580093500063,367910.4,1.6259928101691703,0.3797651819573461
1999,20,069,Kansas,KS,Gray,84951.0,191363.67,5.0,1.1381060177178037,0.6440891913732448,0.4521397400039412,0.707145028040592,556096.0,0.44392438752873,0.3441198462136034
1999,20,071,Kansas,KS,Greeley,408777.0,205175.58,6.0,0.9393504232364869,0.4667007550277915,0.7107627525653881,0.524261453263695,497926.4,1.9923277419271828,0.412060055462012
1999,20,073,Kansas,KS,Greenwood,236910.0,22567.18,5.0,1.0612485388088815,0.5474354010478973,0.6400755433332831,0.6593907914123001,729388.8,10.497988672044979,0.030939849912694023
1999,20,075,Kansas,KS,Hamilton,219762.0,158627.56,4.0,0.7975119717234207,0.4366679027928061,0.7244425874041056,0.5752832833274791,637753.6,1.3853960812358206,0.24872859988559845
1999,20,077,Kansas,KS,Harper,456439.0,228297.97,6.0,0.33857447081159786,0.1358048994053671,0.9286262159930726,0.18896201003891785,512921.60000000003,1.999312565065734,0.44509330470777597
1999,20,079,Kansas,KS,Harvey,305895.0,116163.43,6.0,1.2486483939191175,0.6595268818986646,0.4943591111247318,0.6968839374724073,345171.2,2.633315837867391,0.3365385930228246
1999,20,081,Kansas,KS,Haskell,422216.0,174160.21,5.0,1.023608548200182,0.585766933649815,0.49455710922718793,0.6360037503106194,369516.8,2.424296571530317,0.47131878712957026
1999,20,083,Kansas,KS,Hodgeman,431771.0,138824.59,6.0,0.8171565267151114,0.44033395243217677,0.7220851147480428,0.45606374111541187,550348.7999999999,3.110191069175857,0.2522483741220114
1999,20,085,Kansas,KS,Jackson,584046.0,50187.15,5.0,1.0587665485294844,0.592328822346489,0.5451172262222501,0.6578486441444733,419577.60000000003,11.637361356442835,0.11961351130279595
1999,20,087,Kansas,KS,Jefferson,498067.0,58267.29,5.0,0.9432948250534907,0.5599253844196075,0.5237875315635926,0.5861020283950311,343110.4,8.547969195066392,0.16982082151983735
1999,20,089,Kansas,KS,Jewell,106713.0,174579.81,6.0,1.0912710049977412,0.5634441130414054,0.6092378608958275,0.6090499443364986,581875.2,0.6112562500784026,0.3000296455322379
1999,20,091,Kansas,KS,Johnson,125573.0,28949.07,4.0,0.8642917595356014,0.486611396325375,0.6670124463411088,0.6234547176816043,305139.19999999995,4.337721384486618,0.09487168479172785
1999,20,093,Kansas,KS,Kearny,333166.0,164114.29,5.0,0.9883716445717312,0.5734732516705672,0.5694435262157854,0.6141098311005525,557478.3999999999,2.0300852533926204,0.2943868139106377
1999,20,095,Kansas,KS,Kingman,178000.0,182225.57,7.0,0.43901517018891884,0.1847654197071903,0.9011382431126432,0.2256091682352594,552544.0,0.9768113223627177,0.3297937720796896
1999,20,097,Kansas,KS,Kiowa,83764.0,87970.0,5.0,1.1722779105143675,0.6319870587373424,0.534655223371604,0.7283772188151231,462329.6,0.9521882459929522,0.1902755090740459
1999,20,099,Kansas,KS,Labette,1307144.0,75550.03,5.0,1.189227742748088,0.6477706399314107,0.4967831250364825,0.7389087417168582,415244.80000000005,17.30170060819301,0.1819409418251595
1999,20,101,Kansas,KS,Lane,599806.0,158649.45,6.0,0.9472154619993806,0.5125943926927645,0.6514562767157402,0.5286510149755034,459020.80000000005,3.780700153703653,0.3456258409204986
1999,20,103,Kansas,KS,Leavenworth,515092.0,34022.67,5.0,0.9626628177029235,0.5534279137305455,0.5688798086687494,0.5981360388404175,296492.8,15.139670108195507,0.11475040877889783
1999,20,105,Kansas,KS,Lincoln,293824.0,125687.49,7.0,0.8560388975727524,0.44946662460465103,0.7083366848999849,0.4399169704666663,460076.8,2.337734646463224,0.2731880633842002
1999,20,107,Kansas,KS,Linn,717833.0,53213.81,5.0,0.8099273590878717,0.4104586598639901,0.7518657280882538,0.5032361626569021,383148.8,13.489599786220909,0.13888549305126363
1999,20,109,Kansas,KS,Logan,401414.0,207214.38,7.0,0.8732417565335276,0.4360857891787253,0.7318676435486765,0.4487574911706293,686713.6,1.9371918107227886,0.3017478902412884
1999,20,111,Kansas,KS,Lyon,471456.0,65920.72,5.0,1.084422309246518,0.5731908549848842,0.6093914022783731,0.6737894645506683,544556.8,7.151863632557411,0.12105389189887997
1999,20,113,Kansas,KS,McPherson,434758.0,201051.94,6.0,0.9476043141582443,0.5012854018375431,0.6706173539036727,0.5288680374975226,575814.4,2.1624163387829034,0.3491610143824121
1999,20,115,Kansas,KS,Marion,563909.0,139527.01,7.0,1.1110564389735595,0.6062155747705414,0.538106564456588,0.5709700622677504,603590.4,4.041575892725,0.23116174478586804
1999,20,117,Kansas,KS,Marshall,944106.0,225776.17,6.0,1.3134811503964516,0.7074933220525105,0.4147560834254563,0.7330677878110167,577619.2,4.1816016278423005,0.3908737278816217
